Folder,EdsFile,CIP Vendor,CIP Product Type,CIP Product Code,Revision,ProdType,ProdTypeStr,DescText,MajRev,MinRev,Catalog
DeviceNet,0001007EDD090500.eds,0001,126,56585,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E027...
DeviceNet,00010095DD090100.eds,0001,149,56585,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E027...
DeviceNet,00010095DD090200.eds,0001,149,56585,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E027...
DeviceNet,00010095DD090300.eds,0001,149,56585,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E027...
DeviceNet,00010095DD090400.eds,0001,149,56585,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E027...
DeviceNet,00010095DD090500.eds,0001,149,56585,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E027...
DeviceNet,0001007EDE090400.eds,0001,126,56841,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E032...
DeviceNet,0001007EDE090500.eds,0001,126,56841,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E032...
DeviceNet,00010095DE090100.eds,0001,149,56841,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E032...
DeviceNet,00010095DE090200.eds,0001,149,56841,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E032...
DeviceNet,00010095DE090300.eds,0001,149,56841,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E032...
DeviceNet,00010095DE090400.eds,0001,149,56841,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E032...
DeviceNet,00010095DE090500.eds,0001,149,56841,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E032...
EDS_PF525_V6\ControlNet,0001008400090100.eds,1,132,9,1.1,0x0084,Compact IO/DSI,PowerFlex 525,1,1,25B...,
EDS_PF525_V6\ControlNet,0001008400090200.eds,1,132,9,1.1,0x0084,Compact IO/DSI,PowerFlex 525,2,1,25B...,
EDS_PF525_V6\ControlNet,0001008400090300.eds,1,132,9,1.1,0x0084,Compact IO/DSI,PowerFlex 525,3,1,25B...,
EDS_PF525_V6\ControlNet,0001008400090400.eds,1,132,9,1.1,0x0084,Compact IO/DSI,PowerFlex 525,4,1,25B...,
EDS_PF525_V6\ControlNet,0001008400090500.eds,1,132,9,1.1,0x0084,Compact IO/DSI,PowerFlex 525,5,1,25B...,
EDS_PF525_V6\ControlNet,0001008400090600.eds,1,132,9,1.1,132,Compact IO/DSI,PowerFlex 525,6,1,25B...,
EDS_PF525_V6\ControlNet,0001008800090100.eds,1,136,9,1.1,0x0088,DSI to ControlNet,PowerFlex 525,1,1,25B...,
EDS_PF525_V6\ControlNet,0001008800090200.eds,1,136,9,1.1,0x0088,DSI to ControlNet,PowerFlex 525,2,1,25B...,
EDS_PF525_V6\ControlNet,0001008800090300.eds,1,136,9,1.1,0x0088,DSI to ControlNet,PowerFlex 525,3,1,25B...,
EDS_PF525_V6\ControlNet,0001008800090400.eds,1,136,9,1.1,0x0088,DSI to ControlNet,PowerFlex 525,4,1,25B...,
EDS_PF525_V6\ControlNet,0001008800090500.eds,1,136,9,1.1,0x0088,DSI to ControlNet,PowerFlex 525,5,1,25B...,
EDS_PF525_V6\ControlNet,0001008800090600.eds,1,136,9,1.1,136,DSI to ControlNet,PowerFlex 525,6,1,25B...,
EDS_PF525_V6\DeviceNet,0001007E82090400.eds,1,126,33289,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-V2P5...,
EDS_PF525_V6\DeviceNet,0001007E82090500.eds,1,126,33289,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-V2P5...,
EDS_PF525_V6\DeviceNet,0001007E82090600.eds,1,126,33289,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-V2P5...,
EDS_PF525_V6\DeviceNet,0001007E84090400.eds,1,126,33801,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-V4P8...,
EDS_PF525_V6\DeviceNet,0001007E84090500.eds,1,126,33801,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-V4P8...,
EDS_PF525_V6\DeviceNet,0001007E84090600.eds,1,126,33801,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-V4P8...,
EDS_PF525_V6\DeviceNet,0001007E85090400.eds,1,126,34057,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-V6P0...,
EDS_PF525_V6\DeviceNet,0001007E85090500.eds,1,126,34057,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-V6P0...,
EDS_PF525_V6\DeviceNet,0001007E85090600.eds,1,126,34057,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-V6P0...,
EDS_PF525_V6\DeviceNet,0001007E92090400.eds,1,126,37385,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-A2P5...,
EDS_PF525_V6\DeviceNet,0001007E92090500.eds,1,126,37385,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-A2P5...,
EDS_PF525_V6\DeviceNet,0001007E92090600.eds,1,126,37385,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-A2P5...,
EDS_PF525_V6\DeviceNet,0001007E94090400.eds,1,126,37897,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-A4P8...,
EDS_PF525_V6\DeviceNet,0001007E94090500.eds,1,126,37897,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-A4P8...,
EDS_PF525_V6\DeviceNet,0001007E94090600.eds,1,126,37897,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-A4P8...,
EDS_PF525_V6\DeviceNet,0001007E96090400.eds,1,126,38409,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-A8P0...,
EDS_PF525_V6\DeviceNet,0001007E96090500.eds,1,126,38409,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-A8P0...,
EDS_PF525_V6\DeviceNet,0001007E96090600.eds,1,126,38409,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-A8P0...,
EDS_PF525_V6\DeviceNet,0001007E97090400.eds,1,126,38665,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-A011...,
EDS_PF525_V6\DeviceNet,0001007E97090500.eds,1,126,38665,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-A011...,
EDS_PF525_V6\DeviceNet,0001007E97090600.eds,1,126,38665,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-A011...,
EDS_PF525_V6\DeviceNet,0001007EB2090400.eds,1,126,45577,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B2P5...,
EDS_PF525_V6\DeviceNet,0001007EB2090500.eds,1,126,45577,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B2P5...,
EDS_PF525_V6\DeviceNet,0001007EB2090600.eds,1,126,45577,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B2P5...,
EDS_PF525_V6\DeviceNet,0001007EB4090400.eds,1,126,46089,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B5P0...,
EDS_PF525_V6\DeviceNet,0001007EB4090500.eds,1,126,46089,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B5P0...,
EDS_PF525_V6\DeviceNet,0001007EB4090600.eds,1,126,46089,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B5P0...,
EDS_PF525_V6\DeviceNet,0001007EB6090400.eds,1,126,46601,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B8P0...,
EDS_PF525_V6\DeviceNet,0001007EB6090500.eds,1,126,46601,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B8P0...,
EDS_PF525_V6\DeviceNet,0001007EB6090600.eds,1,126,46601,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B8P0...,
EDS_PF525_V6\DeviceNet,0001007EB7090400.eds,1,126,46857,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B011...,
EDS_PF525_V6\DeviceNet,0001007EB7090500.eds,1,126,46857,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B011...,
EDS_PF525_V6\DeviceNet,0001007EB7090600.eds,1,126,46857,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B011...,
EDS_PF525_V6\DeviceNet,0001007EB8090400.eds,1,126,47113,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B017...,
EDS_PF525_V6\DeviceNet,0001007EB8090500.eds,1,126,47113,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B017...,
EDS_PF525_V6\DeviceNet,0001007EB8090600.eds,1,126,47113,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B017...,
EDS_PF525_V6\DeviceNet,0001007EB9090400.eds,1,126,47369,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B024...,
EDS_PF525_V6\DeviceNet,0001007EB9090500.eds,1,126,47369,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B024...,
EDS_PF525_V6\DeviceNet,0001007EB9090600.eds,1,126,47369,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B024...,
EDS_PF525_V6\DeviceNet,0001007EBA090400.eds,1,126,47625,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B032...,
EDS_PF525_V6\DeviceNet,0001007EBA090500.eds,1,126,47625,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B032...,
EDS_PF525_V6\DeviceNet,0001007EBA090600.eds,1,126,47625,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B032...,
EDS_PF525_V6\DeviceNet,0001007EBB090400.eds,1,126,47881,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B048...,
EDS_PF525_V6\DeviceNet,0001007EBB090500.eds,1,126,47881,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B048...,
EDS_PF525_V6\DeviceNet,0001007EBB090600.eds,1,126,47881,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B048...,
EDS_PF525_V6\DeviceNet,0001007EBC090400.eds,1,126,48137,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-B062...,
EDS_PF525_V6\DeviceNet,0001007EBC090500.eds,1,126,48137,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-B062...,
EDS_PF525_V6\DeviceNet,0001007EBC090600.eds,1,126,48137,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-B062...,
EDS_PF525_V6\DeviceNet,0001007EC2090400.eds,1,126,49673,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D1P4...,
EDS_PF525_V6\DeviceNet,0001007EC2090500.eds,1,126,49673,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D1P4...,
EDS_PF525_V6\DeviceNet,0001007EC2090600.eds,1,126,49673,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D1P4...,
EDS_PF525_V6\DeviceNet,0001007EC4090400.eds,1,126,50185,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D2P3...,
EDS_PF525_V6\DeviceNet,0001007EC4090500.eds,1,126,50185,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D2P3...,
EDS_PF525_V6\DeviceNet,0001007EC4090600.eds,1,126,50185,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D2P3...,
EDS_PF525_V6\DeviceNet,0001007EC6090400.eds,1,126,50697,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D4P0...,
EDS_PF525_V6\DeviceNet,0001007EC6090500.eds,1,126,50697,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D4P0...,
EDS_PF525_V6\DeviceNet,0001007EC6090600.eds,1,126,50697,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D4P0...,
EDS_PF525_V6\DeviceNet,0001007EC7090400.eds,1,126,50953,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D6P0...,
EDS_PF525_V6\DeviceNet,0001007EC7090500.eds,1,126,50953,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D6P0...,
EDS_PF525_V6\DeviceNet,0001007EC7090600.eds,1,126,50953,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D6P0...,
EDS_PF525_V6\DeviceNet,0001007EC8090400.eds,1,126,51209,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D010...,
EDS_PF525_V6\DeviceNet,0001007EC8090500.eds,1,126,51209,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D010...,
EDS_PF525_V6\DeviceNet,0001007EC8090600.eds,1,126,51209,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D010...,
EDS_PF525_V6\DeviceNet,0001007EC9090400.eds,1,126,51465,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D013...,
EDS_PF525_V6\DeviceNet,0001007EC9090500.eds,1,126,51465,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D013...,
EDS_PF525_V6\DeviceNet,0001007EC9090600.eds,1,126,51465,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D013...,
EDS_PF525_V6\DeviceNet,0001007ECA090400.eds,1,126,51721,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D017...,
EDS_PF525_V6\DeviceNet,0001007ECA090500.eds,1,126,51721,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D017...,
EDS_PF525_V6\DeviceNet,0001007ECA090600.eds,1,126,51721,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D017...,
EDS_PF525_V6\DeviceNet,0001007ECB090400.eds,1,126,51977,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D024...,
EDS_PF525_V6\DeviceNet,0001007ECB090500.eds,1,126,51977,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D024...,
EDS_PF525_V6\DeviceNet,0001007ECB090600.eds,1,126,51977,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D024...,
EDS_PF525_V6\DeviceNet,0001007ECC090400.eds,1,126,52233,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D030...,
EDS_PF525_V6\DeviceNet,0001007ECC090500.eds,1,126,52233,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D030...,
EDS_PF525_V6\DeviceNet,0001007ECC090600.eds,1,126,52233,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D030...,
EDS_PF525_V6\DeviceNet,0001007ECD090400.eds,1,126,52489,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D037...,
EDS_PF525_V6\DeviceNet,0001007ECD090500.eds,1,126,52489,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D037...,
EDS_PF525_V6\DeviceNet,0001007ECD090600.eds,1,126,52489,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D037...,
EDS_PF525_V6\DeviceNet,0001007ECE090400.eds,1,126,52745,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-D043...,
EDS_PF525_V6\DeviceNet,0001007ECE090500.eds,1,126,52745,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-D043...,
EDS_PF525_V6\DeviceNet,0001007ECE090600.eds,1,126,52745,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-D043...,
EDS_PF525_V6\DeviceNet,0001007ED2090400.eds,1,126,53769,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E0P9...,
EDS_PF525_V6\DeviceNet,0001007ED2090500.eds,1,126,53769,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E0P9...,
EDS_PF525_V6\DeviceNet,0001007ED2090600.eds,1,126,53769,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E0P9...,
EDS_PF525_V6\DeviceNet,0001007ED4090400.eds,1,126,54281,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E1P7...,
EDS_PF525_V6\DeviceNet,0001007ED4090500.eds,1,126,54281,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E1P7...,
EDS_PF525_V6\DeviceNet,0001007ED4090600.eds,1,126,54281,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E1P7...,
EDS_PF525_V6\DeviceNet,0001007ED6090400.eds,1,126,54793,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E3P0...,
EDS_PF525_V6\DeviceNet,0001007ED6090500.eds,1,126,54793,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E3P0...,
EDS_PF525_V6\DeviceNet,0001007ED6090600.eds,1,126,54793,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E3P0...,
EDS_PF525_V6\DeviceNet,0001007ED7090400.eds,1,126,55049,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E4P2...,
EDS_PF525_V6\DeviceNet,0001007ED7090500.eds,1,126,55049,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E4P2...,
EDS_PF525_V6\DeviceNet,0001007ED7090600.eds,1,126,55049,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E4P2...,
EDS_PF525_V6\DeviceNet,0001007ED8090400.eds,1,126,55305,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E6P6...,
EDS_PF525_V6\DeviceNet,0001007ED8090500.eds,1,126,55305,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E6P6...,
EDS_PF525_V6\DeviceNet,0001007ED8090600.eds,1,126,55305,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E6P6...,
EDS_PF525_V6\DeviceNet,0001007ED9090400.eds,1,126,55561,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E9P9...,
EDS_PF525_V6\DeviceNet,0001007ED9090500.eds,1,126,55561,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E9P9...,
EDS_PF525_V6\DeviceNet,0001007ED9090600.eds,1,126,55561,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E9P9...,
EDS_PF525_V6\DeviceNet,0001007EDA090400.eds,1,126,55817,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E012...,
EDS_PF525_V6\DeviceNet,0001007EDA090500.eds,1,126,55817,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E012...,
EDS_PF525_V6\DeviceNet,0001007EDA090600.eds,1,126,55817,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E012...,
EDS_PF525_V6\DeviceNet,0001007EDB090400.eds,1,126,56073,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E019...,
EDS_PF525_V6\DeviceNet,0001007EDB090500.eds,1,126,56073,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x5,0x1,25B-E019...,
EDS_PF525_V6\DeviceNet,0001007EDB090600.eds,1,126,56073,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x6,0x1,25B-E019...,
EDS_PF525_V6\DeviceNet,0001007EDC090400.eds,1,126,56329,1.1,0x7e,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,0x4,0x1,25B-E022...,
