Folder,EdsFile,CIP Vendor,CIP Product Type,CIP Product Code,Revision,ProdType,ProdTypeStr,DescText,MajRev,MinRev,Catalog
DeviceNet,00010095BC090300.eds,0001,149,48137,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-B062...
DeviceNet,00010095BC090400.eds,0001,149,48137,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-B062...
DeviceNet,00010095BC090500.eds,0001,149,48137,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-B062...
DeviceNet,0001007EC2090400.eds,0001,126,49673,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D1P4...
DeviceNet,0001007EC2090500.eds,0001,126,49673,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D1P4...
DeviceNet,00010095C2090100.eds,0001,149,49673,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D1P4...
DeviceNet,00010095C2090200.eds,0001,149,49673,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D1P4...
DeviceNet,00010095C2090300.eds,0001,149,49673,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D1P4...
DeviceNet,00010095C2090400.eds,0001,149,49673,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D1P4...
DeviceNet,00010095C2090500.eds,0001,149,49673,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D1P4...
DeviceNet,0001007EC4090400.eds,0001,126,50185,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D2P3...
DeviceNet,0001007EC4090500.eds,0001,126,50185,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D2P3...
DeviceNet,00010095C4090100.eds,0001,149,50185,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D2P3...
DeviceNet,00010095C4090200.eds,0001,149,50185,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D2P3...
DeviceNet,00010095C4090300.eds,0001,149,50185,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D2P3...
DeviceNet,00010095C4090400.eds,0001,149,50185,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D2P3...
DeviceNet,00010095C4090500.eds,0001,149,50185,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D2P3...
DeviceNet,0001007EC6090400.eds,0001,126,50697,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D4P0...
DeviceNet,0001007EC6090500.eds,0001,126,50697,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D4P0...
DeviceNet,00010095C6090100.eds,0001,149,50697,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D4P0...
DeviceNet,00010095C6090200.eds,0001,149,50697,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D4P0...
DeviceNet,00010095C6090300.eds,0001,149,50697,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D4P0...
DeviceNet,00010095C6090400.eds,0001,149,50697,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D4P0...
DeviceNet,00010095C6090500.eds,0001,149,50697,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D4P0...
DeviceNet,0001007EC7090400.eds,0001,126,50953,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D6P0...
DeviceNet,0001007EC7090500.eds,0001,126,50953,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D6P0...
DeviceNet,00010095C7090100.eds,0001,149,50953,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D6P0...
DeviceNet,00010095C7090200.eds,0001,149,50953,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D6P0...
DeviceNet,00010095C7090300.eds,0001,149,50953,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D6P0...
DeviceNet,00010095C7090400.eds,0001,149,50953,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D6P0...
DeviceNet,00010095C7090500.eds,0001,149,50953,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D6P0...
DeviceNet,0001007EC8090400.eds,0001,126,51209,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D010...
DeviceNet,0001007EC8090500.eds,0001,126,51209,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D010...
DeviceNet,00010095C8090100.eds,0001,149,51209,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D010...
DeviceNet,00010095C8090200.eds,0001,149,51209,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D010...
DeviceNet,00010095C8090300.eds,0001,149,51209,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D010...
DeviceNet,00010095C8090400.eds,0001,149,51209,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D010...
DeviceNet,00010095C8090500.eds,0001,149,51209,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D010...
DeviceNet,0001007EC9090400.eds,0001,126,51465,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D013...
DeviceNet,0001007EC9090500.eds,0001,126,51465,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D013...
DeviceNet,00010095C9090100.eds,0001,149,51465,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D013...
DeviceNet,00010095C9090200.eds,0001,149,51465,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D013...
DeviceNet,00010095C9090300.eds,0001,149,51465,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D013...
DeviceNet,00010095C9090400.eds,0001,149,51465,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D013...
DeviceNet,00010095C9090500.eds,0001,149,51465,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D013...
DeviceNet,0001007ECA090400.eds,0001,126,51721,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D017...
DeviceNet,0001007ECA090500.eds,0001,126,51721,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D017...
DeviceNet,00010095CA090100.eds,0001,149,51721,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D017...
DeviceNet,00010095CA090200.eds,0001,149,51721,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D017...
DeviceNet,00010095CA090300.eds,0001,149,51721,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D017...
DeviceNet,00010095CA090400.eds,0001,149,51721,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D017...
DeviceNet,00010095CA090500.eds,0001,149,51721,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D017...
DeviceNet,0001007ECB090400.eds,0001,126,51977,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D024...
DeviceNet,0001007ECB090500.eds,0001,126,51977,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D024...
DeviceNet,00010095CB090100.eds,0001,149,51977,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D024...
DeviceNet,00010095CB090200.eds,0001,149,51977,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D024...
DeviceNet,00010095CB090300.eds,0001,149,51977,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D024...
DeviceNet,00010095CB090400.eds,0001,149,51977,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D024...
DeviceNet,00010095CB090500.eds,0001,149,51977,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D024...
DeviceNet,0001007ECC090400.eds,0001,126,52233,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D030...
DeviceNet,0001007ECC090500.eds,0001,126,52233,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D030...
DeviceNet,00010095CC090100.eds,0001,149,52233,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D030...
DeviceNet,00010095CC090200.eds,0001,149,52233,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D030...
DeviceNet,00010095CC090300.eds,0001,149,52233,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D030...
DeviceNet,00010095CC090400.eds,0001,149,52233,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D030...
DeviceNet,00010095CC090500.eds,0001,149,52233,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D030...
DeviceNet,0001007ECD090400.eds,0001,126,52489,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D037...
DeviceNet,0001007ECD090500.eds,0001,126,52489,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D037...
DeviceNet,00010095CD090100.eds,0001,149,52489,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D037...
DeviceNet,00010095CD090200.eds,0001,149,52489,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D037...
DeviceNet,00010095CD090300.eds,0001,149,52489,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D037...
DeviceNet,00010095CD090400.eds,0001,149,52489,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D037...
DeviceNet,00010095CD090500.eds,0001,149,52489,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D037...
DeviceNet,0001007ECE090400.eds,0001,126,52745,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-D043...
DeviceNet,0001007ECE090500.eds,0001,126,52745,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-D043...
DeviceNet,00010095CE090100.eds,0001,149,52745,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-D043...
DeviceNet,00010095CE090200.eds,0001,149,52745,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-D043...
DeviceNet,00010095CE090300.eds,0001,149,52745,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-D043...
DeviceNet,00010095CE090400.eds,0001,149,52745,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-D043...
DeviceNet,00010095CE090500.eds,0001,149,52745,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-D043...
DeviceNet,0001007ED2090400.eds,0001,126,53769,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E0P9...
DeviceNet,0001007ED2090500.eds,0001,126,53769,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E0P9...
DeviceNet,00010095D2090100.eds,0001,149,53769,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E0P9...
DeviceNet,00010095D2090200.eds,0001,149,53769,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E0P9...
DeviceNet,00010095D2090300.eds,0001,149,53769,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E0P9...
DeviceNet,00010095D2090400.eds,0001,149,53769,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E0P9...
DeviceNet,00010095D2090500.eds,0001,149,53769,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E0P9...
DeviceNet,0001007ED4090400.eds,0001,126,54281,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E1P7...
DeviceNet,0001007ED4090500.eds,0001,126,54281,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E1P7...
DeviceNet,00010095D4090100.eds,0001,149,54281,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E1P7...
DeviceNet,00010095D4090200.eds,0001,149,54281,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E1P7...
DeviceNet,00010095D4090300.eds,0001,149,54281,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E1P7...
DeviceNet,00010095D4090400.eds,0001,149,54281,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E1P7...
DeviceNet,00010095D4090500.eds,0001,149,54281,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E1P7...
DeviceNet,0001007ED6090400.eds,0001,126,54793,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E3P0...
DeviceNet,0001007ED6090500.eds,0001,126,54793,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E3P0...
DeviceNet,00010095D6090100.eds,0001,149,54793,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E3P0...
DeviceNet,00010095D6090200.eds,0001,149,54793,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E3P0...
DeviceNet,00010095D6090300.eds,0001,149,54793,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E3P0...
DeviceNet,00010095D6090400.eds,0001,149,54793,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E3P0...
DeviceNet,00010095D6090500.eds,0001,149,54793,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E3P0...
DeviceNet,0001007ED7090400.eds,0001,126,55049,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E4P2...
DeviceNet,0001007ED7090500.eds,0001,126,55049,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E4P2...
DeviceNet,00010095D7090100.eds,0001,149,55049,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E4P2...
DeviceNet,00010095D7090200.eds,0001,149,55049,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E4P2...
DeviceNet,00010095D7090300.eds,0001,149,55049,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E4P2...
DeviceNet,00010095D7090400.eds,0001,149,55049,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E4P2...
DeviceNet,00010095D7090500.eds,0001,149,55049,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E4P2...
DeviceNet,0001007ED8090400.eds,0001,126,55305,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E6P6...
DeviceNet,0001007ED8090500.eds,0001,126,55305,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E6P6...
DeviceNet,00010095D8090100.eds,0001,149,55305,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E6P6...
DeviceNet,00010095D8090200.eds,0001,149,55305,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E6P6...
DeviceNet,00010095D8090300.eds,0001,149,55305,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E6P6...
DeviceNet,00010095D8090400.eds,0001,149,55305,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E6P6...
DeviceNet,00010095D8090500.eds,0001,149,55305,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E6P6...
DeviceNet,0001007ED9090400.eds,0001,126,55561,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E9P9...
DeviceNet,0001007ED9090500.eds,0001,126,55561,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E9P9...
DeviceNet,00010095D9090100.eds,0001,149,55561,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E9P9...
DeviceNet,00010095D9090200.eds,0001,149,55561,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E9P9...
DeviceNet,00010095D9090300.eds,0001,149,55561,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E9P9...
DeviceNet,00010095D9090400.eds,0001,149,55561,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E9P9...
DeviceNet,00010095D9090500.eds,0001,149,55561,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E9P9...
DeviceNet,0001007EDA090400.eds,0001,126,55817,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E012...
DeviceNet,0001007EDA090500.eds,0001,126,55817,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E012...
DeviceNet,00010095DA090100.eds,0001,149,55817,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E012...
DeviceNet,00010095DA090200.eds,0001,149,55817,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E012...
DeviceNet,00010095DA090300.eds,0001,149,55817,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E012...
DeviceNet,00010095DA090400.eds,0001,149,55817,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E012...
DeviceNet,00010095DA090500.eds,0001,149,55817,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E012...
DeviceNet,0001007EDB090400.eds,0001,126,56073,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E019...
DeviceNet,0001007EDB090500.eds,0001,126,56073,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E019...
DeviceNet,00010095DB090100.eds,0001,149,56073,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E019...
DeviceNet,00010095DB090200.eds,0001,149,56073,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E019...
DeviceNet,00010095DB090300.eds,0001,149,56073,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E019...
DeviceNet,00010095DB090400.eds,0001,149,56073,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E019...
DeviceNet,00010095DB090500.eds,0001,149,56073,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E019...
DeviceNet,0001007EDC090400.eds,0001,126,56329,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E022...
DeviceNet,0001007EDC090500.eds,0001,126,56329,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,5,0x1,25B-E022...
DeviceNet,00010095DC090100.eds,0001,149,56329,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,1,0x3,25B-E022...
DeviceNet,00010095DC090200.eds,0001,149,56329,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,2,0x2,25B-E022...
DeviceNet,00010095DC090300.eds,0001,149,56329,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,3,0x1,25B-E022...
DeviceNet,00010095DC090400.eds,0001,149,56329,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,4,0x1,25B-E022...
DeviceNet,00010095DC090500.eds,0001,149,56329,1.1,149,HS-DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 25-COMM-D card in single-drive mode,5,0x1,25B-E022...
DeviceNet,0001007EDD090400.eds,0001,126,56585,1.1,126,DSI to DeviceNet,This is an EDS file for a PowerFlex 525 via a 22-COMM-D card in single-drive mode,4,0x1,25B-E027...
